age,gender,job_role,years_of_experience,work_type,hours_worked_per_week,number_of_virtual_meetings,work_life_balance_rating,stress_level,productivity_change,social_isolation_rating,satisfaction_with_remote_work,company_support_for_remote_work,degree_of_remote_support,degree_of_social_isolation,degree_of_work-life_balance
25,Non-binary,Data Scientist,15,Hybrid,27,14,1,Low,No Change,5,Neutral,5,High,High,Low
39,Prefer not to say,Data Scientist,4,Hybrid,33,12,3,Medium,Decrease,1,Unsatisfied,1,Low,Low,Medium
25,Female,Data Scientist,8,Remote,35,11,4,High,Decrease,4,Neutral,5,High,High,High
34,Female,Project Manager,12,Onsite,36,2,1,High,No Change,1,Unsatisfied,3,Medium,Low,Low
34,Non-binary,Project Manager,3,Remote,53,14,1,Low,No Change,3,Satisfied,5,High,Medium,Low
43,Male,Project Manager,28,Onsite,28,12,3,Medium,Decrease,1,Satisfied,1,Low,Low,Medium
35,Female,Project Manager,14,Hybrid,25,1,1,Low,No Change,1,Unsatisfied,1,Low,Low,Low
58,Male,Software Engineer,21,Remote,48,11,5,High,Increase,1,Neutral,5,High,Low,High
48,Male,Software Engineer,33,Hybrid,54,8,2,Low,No Change,3,Satisfied,2,Low,Medium,Low
25,Prefer not to say,Data Scientist,31,Hybrid,55,13,2,Low,Increase,4,Satisfied,3,Medium,High,Low
53,Male,Project Manager,33,Hybrid,41,7,2,Low,Increase,4,Satisfied,5,High,High,Low
49,Female,Project Manager,30,Hybrid,41,0,2,Medium,Increase,4,Neutral,5,High,High,Low
38,Male,Data Scientist,30,Hybrid,27,15,3,High,Decrease,5,Satisfied,3,Medium,High,Medium
50,Prefer not to say,Software Engineer,18,Hybrid,36,5,3,Low,Increase,4,Unsatisfied,2,Low,High,Medium
22,Non-binary,Data Scientist,11,Onsite,24,13,4,Low,No Change,3,Satisfied,4,High,Medium,High
49,Non-binary,Software Engineer,5,Onsite,29,5,2,Medium,Decrease,3,Neutral,1,Low,Medium,Low
29,Non-binary,Data Scientist,23,Remote,46,1,4,High,Decrease,2,Satisfied,3,Medium,Low,High
36,Female,Project Manager,29,Remote,30,12,2,High,Decrease,1,Neutral,3,Medium,Low,Low
39,Non-binary,Software Engineer,5,Onsite,52,15,5,High,Increase,4,Neutral,3,Medium,High,High
60,Female,Project Manager,9,Hybrid,33,11,4,High,No Change,5,Neutral,2,Low,High,High
29,Female,Software Engineer,28,Hybrid,41,9,5,Medium,Decrease,3,Satisfied,4,High,Medium,High
40,Non-binary,Project Manager,35,Onsite,34,3,3,Low,Increase,2,Neutral,5,High,Low,Medium
34,Male,Project Manager,8,Remote,21,1,5,High,Decrease,4,Neutral,5,High,High,High
50,Female,Software Engineer,13,Remote,42,5,1,Low,Decrease,3,Neutral,1,Low,Medium,Low
44,Male,Data Scientist,9,Remote,30,3,5,Medium,Increase,2,Satisfied,5,High,Low,High
47,Prefer not to say,Project Manager,13,Remote,57,14,2,Medium,Increase,1,Satisfied,3,Medium,Low,Low
47,Male,Software Engineer,15,Onsite,28,12,1,Low,Decrease,1,Unsatisfied,3,Medium,Low,Low
38,Female,Data Scientist,4,Hybrid,22,14,4,High,Decrease,2,Satisfied,2,Low,Low,High
28,Prefer not to say,Software Engineer,14,Hybrid,29,15,5,High,Increase,5,Unsatisfied,1,Low,High,High
39,Female,Project Manager,29,Onsite,31,11,5,Low,Decrease,1,Unsatisfied,4,High,Low,High
38,Non-binary,Data Scientist,2,Hybrid,45,8,3,High,No Change,1,Unsatisfied,2,Low,Low,Medium
50,Non-binary,Software Engineer,3,Remote,48,14,2,Low,No Change,4,Neutral,3,Medium,High,Low
44,Non-binary,Data Scientist,23,Remote,23,6,5,Medium,No Change,1,Neutral,5,High,Low,High
49,Prefer not to say,Software Engineer,14,Hybrid,60,8,2,Medium,Decrease,4,Neutral,2,Low,High,Low
48,Prefer not to say,Software Engineer,33,Onsite,45,13,3,High,Decrease,2,Neutral,4,High,Low,Medium
57,Male,Software Engineer,19,Hybrid,60,3,3,Low,No Change,3,Neutral,1,Low,Medium,Medium
31,Non-binary,Project Manager,31,Onsite,55,13,4,High,No Change,5,Neutral,5,High,High,High
50,Prefer not to say,Software Engineer,29,Onsite,23,4,2,Medium,No Change,2,Unsatisfied,4,High,Low,Low
49,Female,Software Engineer,25,Remote,25,11,4,Medium,No Change,5,Satisfied,2,Low,High,High
31,Non-binary,Project Manager,28,Hybrid,22,6,3,High,Decrease,4,Satisfied,3,Medium,High,Medium
24,Male,Data Scientist,18,Hybrid,43,11,2,Low,No Change,4,Neutral,3,Medium,High,Low
30,Female,Data Scientist,34,Remote,21,0,3,Low,Decrease,4,Neutral,4,High,High,Medium
55,Non-binary,Software Engineer,13,Remote,38,8,2,Low,No Change,2,Satisfied,4,High,Low,Low
59,Male,Software Engineer,8,Remote,53,3,2,Medium,Increase,5,Satisfied,5,High,High,Low
57,Female,Software Engineer,29,Onsite,24,7,5,Medium,Increase,3,Satisfied,1,Low,Medium,High
53,Male,Data Scientist,1,Remote,57,15,2,Low,No Change,5,Unsatisfied,2,Low,High,Low
33,Male,Data Scientist,19,Onsite,33,10,3,Low,Decrease,3,Unsatisfied,2,Low,Medium,Medium
30,Prefer not to say,Data Scientist,9,Hybrid,58,14,3,Medium,Decrease,4,Satisfied,1,Low,High,Medium
27,Male,Data Scientist,34,Hybrid,47,0,5,Medium,Decrease,5,Satisfied,3,Medium,High,High
38,Female,Data Scientist,14,Hybrid,38,1,5,Low,No Change,2,Neutral,3,Medium,Low,High
22,Female,Software Engineer,12,Onsite,30,6,5,Low,Decrease,2,Neutral,5,High,Low,High
24,Male,Software Engineer,32,Hybrid,39,1,2,High,Increase,4,Neutral,1,Low,High,Low
53,Female,Data Scientist,26,Remote,22,5,1,High,No Change,2,Neutral,1,Low,Low,Low
34,Female,Software Engineer,34,Hybrid,22,4,4,Low,Decrease,4,Satisfied,4,High,High,High
55,Female,Data Scientist,10,Hybrid,23,7,5,Low,Decrease,5,Unsatisfied,2,Low,High,High
31,Female,Software Engineer,34,Onsite,31,8,4,Low,No Change,4,Satisfied,1,Low,High,High
46,Non-binary,Data Scientist,1,Onsite,48,11,2,Low,Decrease,3,Satisfied,3,Medium,Medium,Low
53,Male,Software Engineer,27,Remote,32,9,4,Low,No Change,4,Neutral,3,Medium,High,High
52,Prefer not to say,Data Scientist,23,Remote,26,4,3,Medium,Decrease,3,Unsatisfied,3,Medium,Medium,Medium
49,Non-binary,Project Manager,12,Remote,50,7,4,Medium,Decrease,5,Unsatisfied,3,Medium,High,High
29,Non-binary,Project Manager,2,Hybrid,45,8,5,Medium,Decrease,3,Unsatisfied,5,High,Medium,High
36,Non-binary,Data Scientist,18,Hybrid,35,12,4,High,No Change,5,Neutral,5,High,High,High
35,Prefer not to say,Software Engineer,11,Hybrid,30,0,1,High,Increase,2,Unsatisfied,4,High,Low,Low
60,Prefer not to say,Data Scientist,19,Hybrid,57,3,5,High,Increase,2,Unsatisfied,4,High,Low,High
40,Female,Data Scientist,3,Onsite,21,11,4,Medium,No Change,4,Unsatisfied,3,Medium,High,High
51,Female,Data Scientist,6,Hybrid,20,15,5,High,No Change,3,Neutral,1,Low,Medium,High
22,Male,Project Manager,27,Onsite,43,7,2,High,Decrease,5,Neutral,5,High,High,Low
56,Non-binary,Software Engineer,6,Hybrid,45,5,5,Low,Decrease,1,Unsatisfied,4,High,Low,High
50,Non-binary,Data Scientist,26,Hybrid,50,5,3,High,No Change,3,Unsatisfied,4,High,Medium,Medium
27,Male,Project Manager,14,Hybrid,43,4,3,Low,Increase,5,Unsatisfied,2,Low,High,Medium
56,Female,Data Scientist,32,Remote,41,6,3,Low,Increase,1,Neutral,2,Low,Low,Medium
45,Female,Data Scientist,32,Remote,25,5,3,Medium,Increase,1,Satisfied,5,High,Low,Medium
26,Female,Project Manager,19,Onsite,55,1,1,Low,Decrease,1,Unsatisfied,2,Low,Low,Low
57,Male,Project Manager,12,Hybrid,34,6,1,Medium,No Change,4,Unsatisfied,4,High,High,Low
59,Female,Project Manager,23,Remote,34,14,1,High,Increase,2,Unsatisfied,4,High,Low,Low
47,Non-binary,Data Scientist,31,Remote,47,6,5,High,Increase,1,Unsatisfied,4,High,Low,High
50,Prefer not to say,Software Engineer,2,Onsite,40,6,2,Low,No Change,1,Satisfied,4,High,Low,Low
38,Prefer not to say,Software Engineer,30,Hybrid,24,5,5,High,Decrease,1,Neutral,4,High,Low,High
59,Prefer not to say,Project Manager,13,Hybrid,38,0,1,Medium,Decrease,1,Satisfied,5,High,Low,Low
28,Non-binary,Data Scientist,13,Hybrid,25,5,1,Medium,Decrease,3,Unsatisfied,3,Medium,Medium,Low
39,Female,Software Engineer,7,Onsite,32,12,5,High,No Change,3,Unsatisfied,4,High,Medium,High
47,Male,Software Engineer,13,Hybrid,45,15,4,Low,No Change,4,Unsatisfied,2,Low,High,High
47,Non-binary,Software Engineer,1,Hybrid,55,10,2,High,Increase,3,Neutral,1,Low,Medium,Low
30,Female,Data Scientist,30,Hybrid,28,1,3,Low,Decrease,5,Unsatisfied,5,High,High,Medium
56,Prefer not to say,Software Engineer,19,Hybrid,59,8,5,High,Increase,5,Unsatisfied,1,Low,High,High
40,Prefer not to say,Software Engineer,19,Hybrid,43,13,2,Low,Increase,5,Neutral,5,High,High,Low
31,Male,Software Engineer,8,Remote,33,10,1,High,Decrease,5,Neutral,4,High,High,Low
46,Female,Software Engineer,23,Remote,22,9,3,High,No Change,2,Satisfied,5,High,Low,Medium
50,Female,Data Scientist,5,Remote,48,5,2,High,Decrease,5,Unsatisfied,2,Low,High,Low
42,Male,Project Manager,7,Onsite,30,4,1,High,Decrease,1,Unsatisfied,3,Medium,Low,Low
25,Non-binary,Software Engineer,26,Remote,46,2,5,Low,No Change,4,Neutral,2,Low,High,High
22,Female,Software Engineer,6,Remote,53,5,5,Low,No Change,3,Unsatisfied,5,High,Medium,High
39,Male,Software Engineer,24,Remote,55,3,1,Low,Increase,3,Unsatisfied,2,Low,Medium,Low
38,Prefer not to say,Software Engineer,27,Remote,49,13,3,High,Increase,5,Unsatisfied,2,Low,High,Medium
54,Prefer not to say,Project Manager,25,Onsite,37,7,2,Low,Increase,3,Neutral,1,Low,Medium,Low
56,Female,Project Manager,29,Onsite,28,6,4,High,Decrease,4,Neutral,3,Medium,High,High
42,Prefer not to say,Project Manager,2,Onsite,52,7,4,High,Decrease,4,Unsatisfied,3,Medium,High,High
24,Male,Data Scientist,12,Onsite,35,11,5,Medium,Decrease,1,Unsatisfied,2,Low,Low,High
24,Male,Data Scientist,19,Onsite,22,10,1,Low,No Change,5,Unsatisfied,3,Medium,High,Low
60,Female,Software Engineer,21,Onsite,21,11,2,Medium,No Change,5,Unsatisfied,4,High,High,Low
25,Male,Software Engineer,31,Hybrid,60,5,1,High,No Change,1,Unsatisfied,3,Medium,Low,Low
22,Female,Data Scientist,9,Remote,38,3,4,Medium,Decrease,2,Unsatisfied,1,Low,Low,High
22,Prefer not to say,Project Manager,13,Remote,58,3,1,Medium,Increase,4,Satisfied,5,High,High,Low
43,Non-binary,Software Engineer,16,Onsite,49,9,2,Medium,No Change,2,Neutral,4,High,Low,Low
32,Male,Software Engineer,15,Onsite,60,8,3,High,Increase,4,Satisfied,5,High,High,Medium
23,Female,Software Engineer,9,Remote,44,14,1,Medium,Decrease,3,Satisfied,1,Low,Medium,Low
58,Female,Project Manager,2,Hybrid,54,6,5,Low,Increase,1,Unsatisfied,1,Low,Low,High
48,Female,Data Scientist,21,Onsite,38,11,2,High,Decrease,5,Neutral,5,High,High,Low
45,Prefer not to say,Data Scientist,26,Hybrid,32,7,3,Medium,Decrease,2,Neutral,1,Low,Low,Medium
55,Female,Software Engineer,10,Remote,22,11,4,High,Increase,5,Satisfied,3,Medium,High,High
45,Female,Data Scientist,8,Hybrid,41,12,3,Low,No Change,4,Satisfied,3,Medium,High,Medium
39,Prefer not to say,Data Scientist,3,Hybrid,24,14,1,Medium,Increase,1,Satisfied,1,Low,Low,Low
43,Prefer not to say,Software Engineer,25,Onsite,52,10,1,High,Increase,2,Neutral,4,High,Low,Low
33,Prefer not to say,Data Scientist,6,Onsite,38,4,3,Medium,Decrease,4,Unsatisfied,5,High,High,Medium
47,Male,Project Manager,18,Onsite,50,7,3,High,Increase,1,Satisfied,2,Low,Low,Medium
44,Female,Data Scientist,26,Remote,59,13,5,Medium,Increase,2,Unsatisfied,1,Low,Low,High
29,Non-binary,Project Manager,34,Remote,32,6,2,Medium,Increase,1,Neutral,3,Medium,Low,Low
50,Prefer not to say,Data Scientist,12,Onsite,59,9,3,High,Increase,5,Unsatisfied,3,Medium,High,Medium
33,Male,Software Engineer,3,Hybrid,26,5,5,Medium,Increase,4,Neutral,4,High,High,High
56,Male,Software Engineer,6,Remote,56,15,2,Low,Increase,3,Unsatisfied,2,Low,Medium,Low
24,Prefer not to say,Project Manager,8,Hybrid,27,13,1,Low,Decrease,3,Neutral,1,Low,Medium,Low
30,Female,Software Engineer,15,Hybrid,29,2,2,Low,Decrease,5,Neutral,4,High,High,Low
37,Female,Data Scientist,10,Onsite,31,12,5,Low,Increase,4,Unsatisfied,5,High,High,High
36,Female,Data Scientist,16,Onsite,25,0,4,High,Increase,5,Unsatisfied,5,High,High,High
58,Male,Software Engineer,15,Hybrid,54,1,5,High,Increase,1,Unsatisfied,1,Low,Low,High
23,Prefer not to say,Software Engineer,12,Remote,58,6,5,High,Increase,1,Neutral,1,Low,Low,High
46,Male,Software Engineer,2,Remote,29,11,5,Low,No Change,5,Neutral,5,High,High,High
46,Male,Software Engineer,13,Onsite,50,13,1,Medium,Decrease,4,Neutral,3,Medium,High,Low
59,Female,Software Engineer,16,Onsite,21,4,1,Medium,Increase,2,Satisfied,2,Low,Low,Low
55,Non-binary,Software Engineer,26,Onsite,28,8,1,Medium,No Change,2,Neutral,4,High,Low,Low
52,Prefer not to say,Project Manager,28,Remote,57,11,1,High,Increase,5,Unsatisfied,1,Low,High,Low
44,Non-binary,Data Scientist,12,Onsite,43,11,5,Medium,Increase,5,Satisfied,2,Low,High,High
58,Prefer not to say,Project Manager,4,Remote,48,15,1,High,No Change,1,Neutral,3,Medium,Low,Low
26,Male,Data Scientist,18,Onsite,55,7,3,Low,No Change,4,Unsatisfied,2,Low,High,Medium
29,Prefer not to say,Data Scientist,27,Onsite,44,14,3,Medium,No Change,3,Unsatisfied,1,Low,Medium,Medium
51,Non-binary,Data Scientist,22,Remote,25,4,3,Low,Increase,4,Unsatisfied,3,Medium,High,Medium
23,Prefer not to say,Data Scientist,4,Hybrid,28,5,5,Medium,No Change,5,Satisfied,5,High,High,High
30,Non-binary,Data Scientist,10,Onsite,27,6,1,High,Decrease,3,Unsatisfied,4,High,Medium,Low
59,Prefer not to say,Data Scientist,18,Hybrid,37,2,3,Low,Increase,2,Neutral,3,Medium,Low,Medium
27,Male,Software Engineer,25,Remote,41,6,3,Low,Increase,4,Neutral,4,High,High,Medium
26,Male,Data Scientist,34,Hybrid,55,0,2,Medium,No Change,2,Satisfied,5,High,Low,Low
25,Female,Data Scientist,22,Onsite,46,9,5,Medium,Decrease,1,Neutral,2,Low,Low,High
56,Female,Software Engineer,28,Remote,59,15,4,Medium,Increase,1,Satisfied,4,High,Low,High
25,Prefer not to say,Data Scientist,14,Remote,22,12,1,Medium,No Change,3,Neutral,3,Medium,Medium,Low
36,Non-binary,Project Manager,32,Hybrid,49,0,3,Low,Increase,2,Neutral,5,High,Low,Medium
58,Female,Data Scientist,25,Hybrid,43,8,2,High,Decrease,1,Satisfied,4,High,Low,Low
59,Non-binary,Project Manager,13,Hybrid,35,7,3,Medium,Decrease,5,Satisfied,3,Medium,High,Medium
43,Prefer not to say,Data Scientist,30,Hybrid,40,1,3,High,Decrease,5,Neutral,1,Low,High,Medium
23,Female,Project Manager,24,Hybrid,25,5,1,High,Decrease,3,Unsatisfied,4,High,Medium,Low
30,Non-binary,Data Scientist,29,Onsite,58,8,3,Medium,Increase,5,Neutral,5,High,High,Medium
25,Female,Data Scientist,10,Onsite,58,0,1,Low,Decrease,5,Unsatisfied,4,High,High,Low
35,Prefer not to say,Project Manager,4,Onsite,48,1,4,Medium,No Change,2,Satisfied,2,Low,Low,High
57,Prefer not to say,Project Manager,18,Remote,35,12,5,High,Decrease,3,Neutral,4,High,Medium,High
48,Non-binary,Data Scientist,3,Remote,54,2,3,High,Increase,2,Neutral,4,High,Low,Medium
38,Non-binary,Project Manager,33,Remote,26,15,4,Low,Increase,4,Unsatisfied,4,High,High,High
44,Prefer not to say,Project Manager,20,Onsite,44,15,1,High,Increase,2,Neutral,5,High,Low,Low
57,Male,Software Engineer,7,Remote,46,1,3,Medium,No Change,1,Unsatisfied,5,High,Low,Medium
42,Non-binary,Software Engineer,25,Onsite,59,3,4,Low,Increase,1,Unsatisfied,4,High,Low,High
38,Prefer not to say,Project Manager,22,Onsite,58,0,4,Medium,Decrease,3,Neutral,2,Low,Medium,High
27,Non-binary,Project Manager,34,Onsite,38,11,2,Medium,Decrease,1,Unsatisfied,1,Low,Low,Low
42,Male,Software Engineer,31,Remote,51,10,4,High,Increase,4,Neutral,3,Medium,High,High
35,Male,Data Scientist,18,Remote,47,9,4,Low,No Change,5,Unsatisfied,4,High,High,High
48,Prefer not to say,Software Engineer,20,Hybrid,27,11,2,Medium,Increase,2,Unsatisfied,3,Medium,Low,Low
26,Non-binary,Project Manager,2,Hybrid,28,7,4,Low,Decrease,4,Satisfied,1,Low,High,High
42,Prefer not to say,Project Manager,33,Remote,29,7,5,Medium,Decrease,1,Unsatisfied,4,High,Low,High
41,Prefer not to say,Project Manager,7,Onsite,51,2,1,Low,Increase,3,Unsatisfied,4,High,Medium,Low
31,Male,Software Engineer,24,Onsite,22,11,3,Medium,No Change,1,Neutral,4,High,Low,Medium
43,Prefer not to say,Project Manager,19,Hybrid,52,6,2,Medium,No Change,2,Neutral,2,Low,Low,Low
45,Non-binary,Project Manager,16,Remote,20,7,5,Medium,Decrease,4,Neutral,3,Medium,High,High
48,Male,Software Engineer,13,Onsite,55,8,2,Medium,No Change,2,Unsatisfied,5,High,Low,Low
57,Female,Software Engineer,12,Hybrid,21,1,5,Low,Decrease,1,Neutral,1,Low,Low,High
52,Male,Software Engineer,17,Remote,31,3,5,Medium,Decrease,2,Unsatisfied,3,Medium,Low,High
27,Female,Data Scientist,27,Onsite,53,3,3,Low,Decrease,2,Satisfied,3,Medium,Low,Medium
48,Female,Data Scientist,14,Onsite,56,7,5,Medium,No Change,5,Satisfied,3,Medium,High,High
56,Prefer not to say,Project Manager,25,Hybrid,40,9,2,Medium,Decrease,2,Satisfied,1,Low,Low,Low
57,Non-binary,Project Manager,28,Hybrid,47,2,3,Medium,Increase,2,Unsatisfied,2,Low,Low,Medium
52,Male,Data Scientist,34,Onsite,32,8,2,High,No Change,5,Neutral,5,High,High,Low
25,Female,Project Manager,34,Onsite,20,10,4,Low,No Change,5,Unsatisfied,3,Medium,High,High
26,Prefer not to say,Data Scientist,10,Onsite,24,3,1,Medium,Increase,5,Unsatisfied,4,High,High,Low
47,Prefer not to say,Data Scientist,4,Remote,45,10,3,Low,Decrease,4,Satisfied,5,High,High,Medium
43,Prefer not to say,Project Manager,5,Hybrid,45,10,3,High,Increase,4,Satisfied,3,Medium,High,Medium
55,Non-binary,Project Manager,34,Hybrid,52,7,5,Medium,Increase,4,Satisfied,3,Medium,High,High
23,Male,Project Manager,30,Hybrid,28,12,1,Medium,Increase,1,Satisfied,2,Low,Low,Low
49,Prefer not to say,Project Manager,13,Onsite,39,15,2,Medium,Increase,1,Satisfied,2,Low,Low,Low
40,Prefer not to say,Software Engineer,8,Remote,49,0,1,Low,Decrease,4,Satisfied,1,Low,High,Low
50,Male,Project Manager,26,Onsite,36,13,1,High,Decrease,3,Unsatisfied,5,High,Medium,Low
53,Non-binary,Software Engineer,8,Onsite,53,12,5,High,Increase,1,Unsatisfied,5,High,Low,High
39,Female,Software Engineer,15,Hybrid,52,7,5,Medium,Decrease,4,Neutral,3,Medium,High,High
35,Prefer not to say,Project Manager,25,Remote,34,3,1,Low,Increase,1,Unsatisfied,2,Low,Low,Low
29,Male,Software Engineer,23,Remote,42,11,2,Medium,Increase,5,Satisfied,4,High,High,Low
51,Prefer not to say,Software Engineer,13,Onsite,50,14,1,Medium,Decrease,2,Unsatisfied,5,High,Low,Low
56,Non-binary,Software Engineer,34,Onsite,20,4,4,Medium,Increase,3,Neutral,1,Low,Medium,High
51,Female,Project Manager,26,Hybrid,26,1,5,High,Increase,2,Unsatisfied,5,High,Low,High
42,Female,Project Manager,1,Onsite,33,10,2,High,No Change,3,Satisfied,4,High,Medium,Low
24,Non-binary,Project Manager,17,Onsite,26,13,2,Low,Increase,1,Satisfied,1,Low,Low,Low
47,Female,Software Engineer,32,Hybrid,52,2,1,Low,No Change,4,Neutral,5,High,High,Low
50,Female,Project Manager,17,Onsite,26,14,2,High,No Change,5,Satisfied,1,Low,High,Low
37,Prefer not to say,Data Scientist,29,Remote,57,4,4,High,Increase,1,Neutral,1,Low,Low,High
45,Male,Project Manager,19,Onsite,22,4,4,High,Decrease,1,Satisfied,2,Low,Low,High
59,Female,Data Scientist,25,Onsite,29,14,2,Low,No Change,4,Satisfied,1,Low,High,Low
31,Male,Project Manager,33,Onsite,37,3,4,High,No Change,4,Neutral,1,Low,High,High
60,Male,Data Scientist,19,Onsite,31,5,1,Medium,No Change,2,Unsatisfied,5,High,Low,Low
35,Female,Project Manager,31,Hybrid,57,13,5,High,No Change,2,Unsatisfied,2,Low,Low,High
25,Prefer not to say,Project Manager,21,Onsite,49,2,3,Medium,No Change,4,Unsatisfied,1,Low,High,Medium
39,Prefer not to say,Data Scientist,27,Remote,29,6,4,Medium,Increase,5,Satisfied,3,Medium,High,High
30,Female,Project Manager,24,Hybrid,24,0,1,Low,No Change,5,Neutral,2,Low,High,Low
41,Female,Data Scientist,8,Hybrid,47,15,4,Low,Increase,5,Satisfied,5,High,High,High
48,Female,Data Scientist,12,Remote,33,2,5,High,No Change,5,Satisfied,2,Low,High,High
46,Male,Project Manager,24,Hybrid,45,4,4,High,Increase,3,Satisfied,5,High,Medium,High
59,Male,Software Engineer,23,Onsite,47,5,2,Low,No Change,2,Unsatisfied,1,Low,Low,Low
41,Prefer not to say,Data Scientist,33,Onsite,21,9,3,High,Increase,4,Unsatisfied,2,Low,High,Medium
34,Prefer not to say,Project Manager,4,Onsite,31,3,2,High,Decrease,3,Satisfied,2,Low,Medium,Low
29,Male,Data Scientist,33,Remote,56,15,2,High,Decrease,5,Satisfied,2,Low,High,Low
46,Female,Data Scientist,8,Onsite,54,10,3,Low,Decrease,4,Satisfied,5,High,High,Medium
42,Male,Project Manager,7,Remote,38,5,3,Low,Decrease,3,Neutral,5,High,Medium,Medium
32,Prefer not to say,Data Scientist,4,Onsite,22,5,4,Medium,No Change,5,Satisfied,5,High,High,High
59,Male,Project Manager,31,Hybrid,48,11,1,Low,Increase,3,Neutral,4,High,Medium,Low
39,Male,Project Manager,23,Hybrid,30,14,2,Medium,No Change,2,Unsatisfied,2,Low,Low,Low
36,Non-binary,Software Engineer,9,Remote,32,10,5,Medium,No Change,4,Neutral,1,Low,High,High
42,Male,Software Engineer,8,Remote,35,0,1,High,No Change,3,Satisfied,2,Low,Medium,Low
57,Female,Software Engineer,4,Hybrid,32,1,5,High,Increase,1,Neutral,4,High,Low,High
33,Prefer not to say,Software Engineer,22,Onsite,25,8,3,High,Decrease,3,Satisfied,1,Low,Medium,Medium
51,Prefer not to say,Project Manager,7,Onsite,31,15,3,High,Decrease,5,Satisfied,2,Low,High,Medium
29,Prefer not to say,Software Engineer,24,Remote,28,7,5,Low,No Change,1,Unsatisfied,2,Low,Low,High
48,Non-binary,Data Scientist,14,Remote,58,14,2,Medium,Decrease,3,Satisfied,4,High,Medium,Low
42,Prefer not to say,Data Scientist,30,Onsite,33,1,5,High,Decrease,5,Unsatisfied,4,High,High,High
28,Female,Software Engineer,27,Remote,54,5,2,Low,Decrease,3,Unsatisfied,5,High,Medium,Low
32,Male,Data Scientist,21,Hybrid,37,8,1,Medium,Increase,1,Neutral,1,Low,Low,Low
55,Male,Project Manager,29,Hybrid,52,5,1,Medium,Decrease,3,Satisfied,4,High,Medium,Low
25,Prefer not to say,Software Engineer,15,Onsite,56,1,4,High,No Change,3,Neutral,4,High,Medium,High
47,Non-binary,Software Engineer,12,Hybrid,45,9,2,Medium,Decrease,4,Neutral,5,High,High,Low
24,Female,Project Manager,3,Hybrid,53,5,2,Medium,Decrease,4,Satisfied,1,Low,High,Low
39,Prefer not to say,Project Manager,13,Hybrid,43,3,5,High,Decrease,1,Satisfied,3,Medium,Low,High
22,Prefer not to say,Project Manager,28,Hybrid,58,5,2,Low,Increase,2,Neutral,5,High,Low,Low
